Referencia,Tipo,Operacion,Provincia,Superficie,Precio-Venta,Fecha-Venta,Vendedor
817,Suelo,Alquiler,Barcelona,158,878638,05/05/2005,Joaquin
818,Suelo,Alquiler,Tarragona,49,244608,21/04/2005,Pedro
819,Parking,Venta,Barcelona,102,562632,01/09/2005,Luisa
820,Piso,Alquiler,Tarragona,206,1688170,17/07/2005,Jesus
821,Parking,Venta,Girona,161,1392006,12/07/2005,Maria
822,Industrial,Venta,Tarragona,259,1628333,09/08/2005,Maria
823,Parking,Venta,Lleida,177,992793,20/03/2005,Carmen
824,Piso,Alquiler,Girona,60,484560,24/08/2005,Jesus
825,Local,Venta,Tarragona,172,866880,01/09/2005,Luisa
826,Oficina,Alquiler,Girona,239,1709567,10/06/2005,Jesus
827,Industrial,Venta,Tarragona,149,1391809,06/08/2005,Pedro
828,Industrial,Alquiler,Barcelona,199,1278774,06/04/2005,Pedro
829,Local,Venta,Lleida,152,1218888,04/03/2005,Joaquin
830,Local,Venta,Lleida,143,1409551,23/04/2005,Jesus
831,Parking,Venta,Girona,115,880900,04/07/2005,Carmen
832,Casa,Alquiler,Tarragona,87,574200,19/05/2005,Carmen
833,Oficina,Alquiler,Lleida,212,1968632,23/10/2005,Pedro
834,Casa,Venta,Barcelona,73,592103,21/03/2005,Jesus
835,Parking,Venta,Lleida,168,1276800,25/07/2005,Carmen
836,Suelo,Venta,Tarragona,274,2124596,21/02/2005,Carmen
837,Local,Venta,Girona,127,1021334,21/05/2005,Joaquin
838,Piso,Alquiler,Girona,62,583110,19/02/2005,Joaquin
839,Local,Venta,Lleida,109,1029178,13/07/2005,Joaquin
840,Parking,Alquiler,Girona,114,1040478,29/04/2005,Carmen
841,Piso,Venta,Girona,120,1061160,13/04/2005,Luisa
842,Suelo,Venta,Barcelona,109,942196,31/08/2005,Joaquin
843,Casa,Venta,Barcelona,175,1712725,12/03/2005,Carmen
844,Local,Alquiler,Tarragona,121,593021,28/02/2005,Luisa
845,Industrial,Venta,Tarragona,280,1485680,23/10/2005,Luisa
846,Suelo,Alquiler,Tarragona,246,2214984,22/09/2005,Joaquin
847,Piso,Alquiler,Girona,121,731929,27/06/2005,Pedro
848,Oficina,Alquiler,Tarragona,223,1566129,06/04/2005,Jesus
849,Casa,Venta,Tarragona,120,1003320,18/07/2005,Carmen
850,Piso,Alquiler,Girona,159,1391091,16/06/2005,Carmen
851,Casa,Alquiler,Girona,157,1032118,16/06/2005,Luisa
852,Casa,Alquiler,Girona,237,1768020,27/04/2005,Luisa
853,Piso,Venta,Tarragona,246,1708716,16/03/2005,Jesus
854,Piso,Alquiler,Lleida,299,2430272,26/03/2005,Carmen
855,Suelo,Venta,Girona,223,1650200,28/08/2005,Carmen
856,Industrial,Venta,Barcelona,247,995657,29/06/2005,Jesus
857,Industrial,Venta,Girona,238,2379048,08/09/2005,Maria
858,Oficina,Alquiler,Lleida,251,1821758,11/06/2005,Luisa
859,Suelo,Venta,Barcelona,65,397540,22/05/2005,Joaquin
860,Piso,Venta,Lleida,288,2242656,11/02/2005,Jesus
861,Piso,Alquiler,Girona,96,891456,28/07/2005,Pedro
862,Local,Alquiler,Barcelona,152,631560,28/10/2005,Joaquin
863,Oficina,Alquiler,Barcelona,246,2328636,10/03/2005,Luisa
864,Industrial,Venta,Girona,108,553608,04/02/2005,Luisa
865,Parking,Alquiler,Girona,110,523160,11/09/2005,Joaquin
866,Parking,Venta,Girona,136,1054544,18/09/2005,Maria
867,Suelo,Venta,Tarragona,82,418692,10/09/2005,Luisa
868,Suelo,Venta,Tarragona,127,912114,20/09/2005,Joaquin
869,Parking,Alquiler,Lleida,183,1082079,07/09/2005,Carmen
870,Industrial,Venta,Tarragona,245,1951180,06/04/2005,Luisa
871,Casa,Alquiler,Tarragona,88,726352,13/06/2005,Joaquin
872,Piso,Alquiler,Girona,185,1390460,29/08/2005,Jesus
873,Industrial,Alquiler,Lleida,295,2923155,06/05/2005,Luisa
874,Piso,Venta,Tarragona,80,458560,22/02/2005,Pedro
875,Oficina,Alquiler,Girona,147,1259202,03/05/2005,Pedro
876,Industrial,Venta,Tarragona,114,968658,29/06/2005,Maria
877,Oficina,Alquiler,Lleida,128,549120,16/03/2005,Carmen
878,Industrial,Alquiler,Barcelona,145,1372135,18/04/2005,Pedro
879,Oficina,Venta,Lleida,147,1070307,10/07/2005,Pedro
880,Parking,Alquiler,Lleida,272,1542784,24/06/2005,Joaquin
881,Casa,Alquiler,Lleida,113,645569,10/06/2005,Carmen
882,Local,Venta,Tarragona,220,970420,28/08/2005,Luisa
883,Piso,Venta,Girona,266,1370964,22/10/2005,Maria
884,Piso,Venta,Girona,125,590875,20/09/2005,Carmen
885,Casa,Alquiler,Lleida,151,719213,23/02/2005,Jesus
886,Piso,Venta,Girona,133,1191281,28/06/2005,Joaquin
887,Suelo,Alquiler,Barcelona,160,1356160,08/11/2005,Luisa
888,Oficina,Alquiler,Lleida,95,412395,31/07/2005,Maria
889,Oficina,Alquiler,Lleida,236,1420012,31/10/2005,Pedro
890,Oficina,Venta,Tarragona,165,1598520,11/10/2005,Pedro
891,Casa,Venta,Girona,255,2543625,29/08/2005,Pedro
892,Casa,Alquiler,Tarragona,226,2025638,04/05/2005,Maria
893,Casa,Venta,Tarragona,228,1115604,21/09/2005,Pedro
894,Parking,Alquiler,Lleida,92,610696,04/05/2005,Jesus
895,Industrial,Alquiler,Barcelona,229,1341024,12/09/2005,Jesus
896,Piso,Alquiler,Tarragona,226,1340632,24/09/2005,Luisa
897,Suelo,Alquiler,Lleida,64,581568,15/02/2005,Carmen
898,Casa,Venta,Barcelona,258,2449452,14/03/2005,Jesus
899,Local,Venta,Barcelona,58,315810,14/06/2005,Jesus
900,Casa,Alquiler,Barcelona,136,1072768,02/04/2005,Pedro
901,Parking,Alquiler,Girona,294,1653456,18/07/2005,Pedro
902,Oficina,Alquiler,Barcelona,294,2722146,05/11/2005,Joaquin
903,Suelo,Alquiler,Tarragona,151,1029367,05/05/2005,Carmen
904,Piso,Venta,Barcelona,62,455762,25/07/2005,Pedro
905,Local,Alquiler,Girona,116,479892,11/11/2005,Joaquin
906,Industrial,Alquiler,Tarragona,68,500140,27/10/2005,Pedro
907,Oficina,Alquiler,Barcelona,59,491706,03/07/2005,Jesus
908,Parking,Venta,Girona,134,933444,17/04/2005,Pedro
909,Industrial,Venta,Tarragona,127,1204595,15/04/2005,Carmen
910,Piso,Alquiler,Tarragona,197,1506853,16/11/2005,Jesus
911,Local,Alquiler,Barcelona,135,1036665,08/11/2005,Pedro
912,Suelo,Alquiler,Lleida,200,1967400,30/08/2005,Pedro
913,Suelo,Alquiler,Lleida,250,1676500,30/08/2005,Pedro
914,Piso,Venta,Girona,48,366480,19/09/2005,Pedro
915,Oficina,Venta,Girona,285,1869885,10/08/2005,Jesus
916,Piso,Alquiler,Lleida,155,1511095,20/08/2005,Maria
917,Parking,Venta,Tarragona,263,1719757,28/08/2005,Pedro
918,Industrial,Alquiler,Lleida,197,1662089,29/06/2005,Carmen
919,Casa,Alquiler,Lleida,270,1311660,11/10/2005,Maria
920,Industrial,Venta,Barcelona,137,1242042,08/08/2005,Luisa
921,Suelo,Venta,Tarragona,163,1273030,16/06/2005,Luisa
922,Oficina,Venta,Lleida,217,1238202,11/05/2005,Joaquin
923,Suelo,Venta,Tarragona,257,1440742,09/07/2005,Carmen
924,Parking,Alquiler,Girona,283,2213909,10/05/2005,Luisa
925,Parking,Alquiler,Lleida,298,2039512,11/10/2005,Joaquin
926,Suelo,Alquiler,Barcelona,298,2376550,19/10/2005,Luisa
927,Suelo,Alquiler,Barcelona,151,709700,16/03/2005,Carmen
928,Industrial,Alquiler,Barcelona,283,1615647,06/06/2005,Joaquin
929,Local,Alquiler,Tarragona,73,410260,29/10/2005,Carmen
930,Local,Venta,Tarragona,161,1604687,05/03/2005,Luisa
931,Suelo,Venta,Lleida,223,2053384,13/11/2005,Carmen
932,Parking,Venta,Lleida,121,754435,23/04/2005,Joaquin
933,Parking,Alquiler,Tarragona,150,795000,17/10/2005,Luisa
934,Casa,Alquiler,Girona,228,2212740,10/10/2005,Jesus
935,Oficina,Alquiler,Lleida,164,1373008,09/06/2005,Pedro
936,Parking,Alquiler,Girona,116,573040,01/11/2005,Maria
937,Industrial,Alquiler,Girona,276,1932552,20/10/2005,Maria
938,Local,Venta,Barcelona,158,766774,24/03/2005,Pedro
939,Industrial,Alquiler,Girona,216,1962360,17/05/2005,Pedro
940,Industrial,Venta,Barcelona,249,1662822,11/07/2005,Luisa
941,Industrial,Venta,Barcelona,68,614244,11/05/2005,Jesus
942,Industrial,Alquiler,Tarragona,177,1485915,29/04/2005,Carmen
943,Piso,Venta,Tarragona,268,1273000,16/06/2005,Carmen
944,Piso,Alquiler,Girona,66,558030,01/12/2005,Carmen
945,Piso,Venta,Tarragona,162,894888,26/03/2005,Pedro
946,Piso,Venta,Girona,243,1447551,13/09/2005,Pedro
947,Suelo,Venta,Lleida,103,474624,25/03/2005,Carmen
948,Piso,Alquiler,Girona,237,1725597,07/07/2005,Pedro
949,Parking,Alquiler,Barcelona,206,1241562,27/07/2005,Maria
950,Piso,Venta,Girona,233,2153852,11/03/2005,Pedro
951,Oficina,Venta,Barcelona,65,307255,11/10/2005,Carmen
952,Industrial,Venta,Barcelona,142,954808,18/06/2005,Maria
953,Casa,Alquiler,Girona,240,1510320,19/10/2005,Carmen
954,Parking,Venta,Lleida,68,330956,18/09/2005,Maria
955,Suelo,Venta,Girona,200,1938400,25/08/2005,Maria
956,Piso,Venta,Tarragona,80,509840,21/05/2005,Carmen
957,Casa,Alquiler,Tarragona,84,368760,30/07/2005,Luisa
958,Local,Alquiler,Tarragona,227,1071667,26/05/2005,Carmen
959,Parking,Venta,Tarragona,291,1872876,16/05/2005,Maria
960,Suelo,Venta,Girona,275,1732500,10/07/2005,Joaquin
961,Parking,Alquiler,Girona,96,535584,22/10/2005,Carmen
962,Oficina,Alquiler,Barcelona,174,1271592,13/07/2005,Joaquin
963,Local,Venta,Lleida,190,1593720,28/05/2005,Pedro
964,Suelo,Venta,Girona,185,1038590,15/07/2005,Luisa
965,Industrial,Venta,Girona,56,525616,15/08/2005,Joaquin
966,Piso,Alquiler,Lleida,213,1994532,22/04/2005,Maria
967,Piso,Venta,Girona,175,722925,18/03/2005,Carmen
968,Local,Alquiler,Lleida,96,769824,03/10/2005,Jesus
969,Piso,Venta,Lleida,272,2581552,22/10/2005,Pedro
970,Piso,Alquiler,Girona,232,1193408,07/06/2005,Luisa
971,Piso,Venta,Lleida,200,1145600,22/09/2005,Maria
972,Piso,Venta,Girona,219,1059303,27/07/2005,Joaquin
973,Casa,Alquiler,Lleida,126,600642,20/08/2005,Jesus
974,Parking,Alquiler,Lleida,131,920144,10/12/2005,Jesus
975,Suelo,Venta,Lleida,77,409563,30/07/2005,Pedro
976,Local,Alquiler,Barcelona,232,1236560,20/11/2005,Pedro
977,Suelo,Alquiler,Barcelona,199,1494490,04/04/2005,Joaquin
978,Casa,Venta,Tarragona,115,659295,09/10/2005,Maria
979,Casa,Alquiler,Barcelona,97,672792,23/05/2005,Joaquin
980,Suelo,Venta,Barcelona,122,589016,04/10/2005,Joaquin
981,Local,Venta,Girona,278,2273762,30/11/2005,Pedro
982,Casa,Alquiler,Barcelona,212,1588940,29/08/2005,Carmen
983,Oficina,Alquiler,Barcelona,250,1127750,04/04/2005,Luisa
984,Suelo,Alquiler,Lleida,278,1678286,20/04/2005,Jesus
985,Piso,Alquiler,Barcelona,270,2427300,06/09/2005,Pedro
986,Suelo,Alquiler,Lleida,212,1753240,14/05/2005,Joaquin
987,Industrial,Venta,Lleida,258,1894752,21/08/2005,Carmen
988,Casa,Alquiler,Tarragona,225,2000475,12/07/2005,Jesus
989,Piso,Venta,Lleida,81,528120,09/07/2005,Joaquin
990,Industrial,Venta,Barcelona,182,1717898,24/04/2005,Pedro
991,Oficina,Venta,Barcelona,233,1870757,13/10/2005,Luisa
992,Piso,Alquiler,Girona,281,2326118,22/07/2005,Maria
993,Industrial,Venta,Tarragona,201,1911510,23/06/2005,Luisa
994,Local,Venta,Girona,187,1346961,20/12/2005,Joaquin
995,Oficina,Venta,Tarragona,180,1414800,29/05/2005,Joaquin
996,Parking,Alquiler,Girona,88,690184,29/05/2005,Carmen
997,Industrial,Alquiler,Girona,66,448932,01/09/2005,Pedro
998,Local,Venta,Girona,219,2101743,30/07/2005,Luisa
999,Industrial,Venta,Girona,67,430743,06/06/2005,Pedro
1000,Parking,Venta,Lleida,300,2707200,15/10/2005,Luisa
1001,Local,Venta,Barcelona,250,1368750,07/06/2005,Luisa
1002,Piso,Alquiler,Barcelona,292,2677056,22/07/2005,Maria
1003,Parking,Venta,Tarragona,87,638058,19/07/2005,Jesus
1004,Piso,Venta,Lleida,95,866780,15/04/2005,Jesus
1005,Oficina,Alquiler,Girona,159,1437360,12/06/2005,Luisa
1006,Suelo,Venta,Lleida,215,1706240,25/04/2005,Pedro
1007,Oficina,Alquiler,Tarragona,86,822504,17/08/2005,Jesus
1008,Casa,Venta,Lleida,121,622787,02/05/2005,Carmen
1009,Piso,Alquiler,Tarragona,222,1266732,23/06/2005,Pedro
1010,Parking,Venta,Girona,211,945702,04/12/2005,Luisa
1011,Piso,Alquiler,Barcelona,96,862848,23/12/2005,Maria
1012,Oficina,Venta,Tarragona,173,1008071,21/07/2005,Jesus
1013,Oficina,Venta,Barcelona,191,1657880,06/09/2005,Pedro
1014,Casa,Venta,Barcelona,146,1457226,05/11/2005,Maria
1015,Local,Alquiler,Barcelona,168,1508472,03/12/2005,Luisa
1016,Parking,Alquiler,Barcelona,142,1276864,24/10/2005,Maria
1017,Parking,Venta,Girona,217,2101862,23/10/2005,Carmen
1018,Local,Alquiler,Barcelona,269,1360064,17/08/2005,Jesus
1019,Suelo,Venta,Lleida,47,369984,24/08/2005,Jesus
1020,Industrial,Alquiler,Lleida,201,1176855,07/10/2005,Maria
1021,Suelo,Alquiler,Girona,86,452962,24/10/2005,Joaquin
1022,Piso,Alquiler,Tarragona,237,1177653,10/11/2005,Joaquin
1023,Oficina,Venta,Girona,105,889980,16/10/2005,Pedro
1024,Piso,Alquiler,Barcelona,172,1615424,19/11/2005,Carmen
1025,Industrial,Alquiler,Tarragona,216,2022624,07/05/2005,Jesus
1026,Parking,Alquiler,Barcelona,206,1231262,10/07/2005,Luisa
1027,Casa,Alquiler,Girona,79,352972,06/11/2005,Joaquin
1028,Casa,Venta,Lleida,81,610416,25/11/2005,Joaquin
1029,Piso,Alquiler,Lleida,269,1089181,25/07/2005,Joaquin
1030,Piso,Alquiler,Tarragona,221,1194505,12/12/2005,Maria
1031,Industrial,Alquiler,Barcelona,143,1106677,08/08/2005,Maria
1032,Industrial,Alquiler,Barcelona,170,1262250,29/11/2005,Luisa
1033,Casa,Alquiler,Lleida,171,1236672,07/06/2005,Luisa
1034,Industrial,Alquiler,Girona,153,923355,07/07/2005,Luisa
1035,Industrial,Venta,Barcelona,252,2398788,19/11/2005,Jesus
1036,Local,Venta,Lleida,180,1636560,31/08/2005,Luisa
1037,Industrial,Venta,Lleida,271,2496723,12/12/2005,Jesus
1038,Piso,Alquiler,Girona,59,325326,09/04/2005,Carmen
1039,Casa,Alquiler,Lleida,264,1441440,28/10/2005,Pedro
1040,Local,Venta,Barcelona,162,1315440,16/09/2005,Jesus
1041,Local,Alquiler,Tarragona,286,1732302,26/08/2005,Joaquin
1042,Suelo,Venta,Tarragona,90,374310,07/12/2005,Maria
1043,Suelo,Alquiler,Tarragona,186,1844004,19/06/2005,Pedro
1044,Piso,Alquiler,Tarragona,217,1603196,11/12/2005,Joaquin
1045,Parking,Alquiler,Girona,260,2402920,09/10/2005,Joaquin
1046,Suelo,Alquiler,Girona,240,1823280,04/09/2005,Luisa
1047,Oficina,Alquiler,Barcelona,157,949693,27/11/2005,Jesus
1048,Casa,Alquiler,Barcelona,279,2362572,25/09/2005,Luisa
1049,Oficina,Venta,Barcelona,73,672987,21/04/2005,Joaquin
1050,Casa,Venta,Tarragona,120,703680,16/09/2005,Carmen
1051,Parking,Venta,Lleida,246,1940448,08/10/2005,Pedro
1052,Casa,Venta,Girona,75,624600,12/12/2005,Maria
1053,Industrial,Venta,Girona,42,224280,10/07/2005,Maria
1054,Oficina,Alquiler,Barcelona,251,2138771,15/05/2005,Carmen
1055,Local,Alquiler,Lleida,149,1250408,30/10/2005,Pedro
1056,Suelo,Alquiler,Girona,45,300105,02/06/2005,Carmen
1057,Casa,Venta,Barcelona,90,599850,30/12/2005,Maria
1058,Parking,Venta,Barcelona,221,1919827,06/01/2006,Joaquin
1059,Oficina,Venta,Girona,133,573230,20/09/2005,Jesus
1060,Piso,Venta,Barcelona,80,500560,11/12/2005,Jesus
1061,Industrial,Venta,Barcelona,45,259515,17/12/2005,Joaquin
1062,Parking,Venta,Tarragona,68,652052,20/09/2005,Joaquin
1063,Oficina,Venta,Barcelona,213,1886541,05/09/2005,Jesus
1064,Piso,Alquiler,Girona,80,607200,20/11/2005,Carmen
1065,Industrial,Alquiler,Lleida,200,1502800,14/10/2005,Joaquin
1066,Suelo,Venta,Girona,287,2808008,24/06/2005,Pedro
1067,Suelo,Venta,Lleida,108,892620,08/11/2005,Pedro
1068,Parking,Venta,Barcelona,221,1471197,17/10/2005,Joaquin
1069,Local,Venta,Tarragona,108,1065744,03/05/2005,Pedro
1070,Parking,Venta,Lleida,232,1162784,23/08/2005,Pedro
1071,Parking,Venta,Girona,118,1134452,27/04/2005,Carmen
1072,Piso,Alquiler,Girona,132,592152,23/04/2005,Carmen
1073,Oficina,Alquiler,Tarragona,246,2083866,25/07/2005,Luisa
1074,Industrial,Alquiler,Lleida,293,2141830,19/09/2005,Joaquin
1075,Parking,Alquiler,Barcelona,290,2275050,20/09/2005,Jesus
1076,Parking,Venta,Lleida,72,298368,26/04/2005,Luisa
1077,Local,Alquiler,Barcelona,212,1911604,14/01/2006,Maria
1078,Oficina,Alquiler,Barcelona,254,1850644,28/11/2005,Carmen
1079,Oficina,Venta,Girona,91,777686,19/10/2005,Luisa
1080,Local,Alquiler,Lleida,287,2279354,15/12/2005,Joaquin
1081,Piso,Alquiler,Barcelona,180,1128420,13/10/2005,Carmen
1082,Oficina,Venta,Tarragona,173,1615128,06/05/2005,Carmen
1083,Oficina,Alquiler,Tarragona,210,1332030,02/01/2006,Carmen
1084,Parking,Alquiler,Girona,287,1370138,03/05/2005,Joaquin
1085,Industrial,Venta,Barcelona,47,424175,19/06/2005,Joaquin
1086,Piso,Alquiler,Lleida,260,2546180,23/05/2005,Carmen
1087,Parking,Alquiler,Tarragona,197,1199730,13/01/2006,Luisa
1088,Industrial,Alquiler,Tarragona,144,760176,20/10/2005,Pedro
1089,Industrial,Venta,Barcelona,168,1081248,01/06/2005,Carmen
1090,Local,Alquiler,Barcelona,253,1816793,22/10/2005,Pedro
1091,Oficina,Venta,Tarragona,110,943800,26/01/2006,Jesus
1092,Piso,Alquiler,Tarragona,299,2130375,28/10/2005,Carmen
1093,Parking,Alquiler,Girona,222,2209344,09/09/2005,Carmen
1094,Piso,Venta,Barcelona,139,1187477,31/05/2005,Carmen
1095,Local,Venta,Barcelona,300,1772700,03/01/2006,Maria
1096,Local,Venta,Girona,64,539392,03/08/2005,Pedro
1097,Oficina,Venta,Tarragona,156,771108,25/07/2005,Luisa
1098,Suelo,Venta,Barcelona,262,1960808,11/09/2005,Pedro
1099,Industrial,Alquiler,Girona,82,621314,07/09/2005,Luisa
1100,Piso,Alquiler,Tarragona,243,1814238,29/01/2006,Jesus
1101,Suelo,Alquiler,Lleida,73,468952,11/06/2005,Joaquin
1102,Casa,Venta,Tarragona,268,1950772,02/06/2005,Joaquin
1103,Local,Venta,Lleida,125,932250,03/08/2005,Maria
1104,Oficina,Venta,Lleida,114,786714,04/09/2005,Luisa
1105,Parking,Alquiler,Tarragona,97,541648,11/06/2005,Carmen
1106,Oficina,Venta,Girona,141,1279434,26/09/2005,Carmen
1107,Suelo,Alquiler,Tarragona,105,650580,26/05/2005,Carmen
1108,Industrial,Alquiler,Lleida,199,1009328,04/12/2005,Pedro
1109,Parking,Alquiler,Tarragona,286,2064634,26/05/2005,Carmen
1110,Local,Venta,Lleida,110,924990,25/09/2005,Pedro
1111,Parking,Alquiler,Barcelona,87,372447,17/07/2005,Jesus
1112,Industrial,Alquiler,Barcelona,210,1602300,26/06/2005,Pedro
1113,Parking,Venta,Tarragona,157,1323353,25/07/2005,Luisa
1114,Industrial,Venta,Girona,76,499244,04/07/2005,Luisa
1115,Piso,Alquiler,Lleida,179,963020,06/11/2005,Pedro
1116,Local,Venta,Lleida,96,493632,13/01/2006,Jesus
1117,Casa,Alquiler,Girona,154,1037498,20/09/2005,Luisa
1118,Parking,Alquiler,Lleida,293,2741308,20/10/2005,Maria
1119,Local,Alquiler,Barcelona,286,1912482,26/11/2005,Pedro
1120,Local,Venta,Girona,180,1707660,28/07/2005,Joaquin
1121,Piso,Venta,Lleida,176,1592624,20/05/2005,Carmen
1122,Piso,Venta,Girona,228,1339044,14/12/2005,Pedro
1123,Oficina,Venta,Girona,157,879357,17/05/2005,Joaquin
1124,Piso,Venta,Girona,208,1215344,27/05/2005,Jesus
1125,Casa,Alquiler,Tarragona,245,2287075,31/01/2006,Luisa
1126,Piso,Venta,Tarragona,111,462315,13/01/2006,Luisa
1127,Piso,Alquiler,Tarragona,75,359775,29/05/2005,Maria
1128,Parking,Venta,Barcelona,229,1859480,06/01/2006,Joaquin
1129,Oficina,Alquiler,Girona,119,899640,12/12/2005,Pedro
1130,Casa,Alquiler,Barcelona,58,444338,04/06/2005,Carmen
1131,Parking,Venta,Barcelona,156,795912,06/01/2006,Carmen
1132,Piso,Alquiler,Barcelona,92,900956,14/06/2005,Pedro
1133,Oficina,Venta,Lleida,132,712404,03/08/2005,Carmen
1134,Local,Venta,Barcelona,122,879254,25/06/2005,Luisa
1135,Casa,Alquiler,Tarragona,58,349102,22/10/2005,Carmen
1136,Suelo,Venta,Lleida,67,297882,08/02/2006,Joaquin
1137,Piso,Venta,Lleida,75,563475,25/12/2005,Pedro
1138,Casa,Venta,Barcelona,257,1066550,23/09/2005,Carmen
1139,Industrial,Venta,Girona,96,742176,15/12/2005,Pedro
1140,Suelo,Venta,Tarragona,140,1318660,16/10/2005,Pedro
1141,Parking,Venta,Lleida,179,1601334,07/11/2005,Jesus
1142,Casa,Venta,Tarragona,230,1033850,30/10/2005,Maria
1143,Suelo,Alquiler,Barcelona,254,1394206,28/05/2005,Carmen
1144,Suelo,Alquiler,Barcelona,256,2176768,13/02/2006,Carmen
1145,Piso,Alquiler,Tarragona,106,850226,02/09/2005,Joaquin
1146,Oficina,Venta,Barcelona,198,1090782,01/02/2006,Joaquin
1147,Industrial,Alquiler,Lleida,153,1519137,20/06/2005,Carmen
1148,Oficina,Alquiler,Barcelona,233,984192,28/01/2006,Jesus
1149,Oficina,Alquiler,Lleida,61,481656,18/09/2005,Carmen
1150,Piso,Alquiler,Lleida,105,909090,25/10/2005,Jesus
1151,Local,Venta,Barcelona,158,1308398,05/02/2006,Carmen
1152,Local,Venta,Girona,224,1966272,02/12/2005,Pedro
1153,Suelo,Venta,Lleida,272,2021232,16/10/2005,Jesus
1154,Piso,Alquiler,Barcelona,292,2865688,21/08/2005,Carmen
1155,Suelo,Venta,Tarragona,94,857374,11/12/2005,Carmen
1156,Industrial,Venta,Tarragona,251,1305200,18/12/2005,Luisa
1157,Local,Venta,Girona,254,1614170,18/01/2006,Maria
1158,Oficina,Venta,Barcelona,298,2436448,13/08/2005,Carmen
1159,Industrial,Venta,Tarragona,214,1823708,16/09/2005,Joaquin
1160,Industrial,Venta,Barcelona,276,2148384,12/10/2005,Jesus
1161,Suelo,Venta,Lleida,197,1594715,15/01/2006,Luisa
1162,Local,Venta,Tarragona,111,698301,23/10/2005,Joaquin
1163,Industrial,Alquiler,Tarragona,81,523989,13/10/2005,Joaquin
1164,Parking,Venta,Lleida,174,750984,07/07/2005,Joaquin
1165,Suelo,Alquiler,Lleida,214,1665134,21/10/2005,Pedro
1166,Piso,Alquiler,Lleida,227,1820540,12/10/2005,Luisa
1167,Parking,Venta,Lleida,152,1076464,27/05/2005,Pedro
1168,Piso,Venta,Girona,206,1136502,22/01/2006,Pedro
1169,Casa,Alquiler,Tarragona,150,1051500,17/02/2006,Joaquin
1170,Local,Alquiler,Tarragona,165,744480,06/08/2005,Jesus
1171,Oficina,Venta,Tarragona,120,647280,02/09/2005,Jesus
1172,Oficina,Venta,Girona,188,1697640,04/08/2005,Luisa
1173,Local,Venta,Lleida,83,463306,04/09/2005,Maria
1174,Piso,Venta,Lleida,72,322344,03/08/2005,Maria
1175,Local,Alquiler,Girona,62,484592,09/10/2005,Maria
1176,Casa,Venta,Barcelona,133,1305129,22/12/2005,Joaquin
1177,Suelo,Alquiler,Lleida,77,711634,10/11/2005,Jesus
1178,Parking,Venta,Tarragona,219,1468614,10/10/2005,Pedro
1179,Casa,Venta,Barcelona,91,780598,07/11/2005,Jesus
1180,Oficina,Alquiler,Barcelona,70,354270,18/11/2005,Jesus
1181,Casa,Alquiler,Barcelona,45,425790,16/01/2006,Maria
1182,Suelo,Venta,Girona,177,1203246,20/02/2006,Carmen
1183,Parking,Alquiler,Girona,45,360540,02/09/2005,Maria
1184,Oficina,Alquiler,Lleida,94,639952,26/09/2005,Luisa
1185,Piso,Venta,Barcelona,236,1388388,04/02/2006,Joaquin
1186,Casa,Alquiler,Girona,151,756208,13/02/2006,Luisa
1187,Industrial,Alquiler,Girona,50,442300,30/06/2005,Maria
1188,Parking,Alquiler,Girona,93,375813,12/07/2005,Pedro
1189,Piso,Alquiler,Barcelona,255,1471605,11/10/2005,Carmen
1190,Parking,Venta,Girona,153,1401633,14/09/2005,Carmen
1191,Industrial,Venta,Barcelona,142,1256274,21/07/2005,Pedro
1192,Casa,Alquiler,Girona,235,2055310,03/01/2006,Jesus
1193,Casa,Alquiler,Barcelona,239,1320236,03/08/2005,Carmen
1194,Casa,Alquiler,Tarragona,191,969707,05/12/2005,Pedro
1195,Piso,Alquiler,Girona,92,743360,11/08/2005,Pedro
1196,Suelo,Venta,Girona,124,614048,13/07/2005,Joaquin
1197,Suelo,Venta,Tarragona,57,233358,18/12/2005,Luisa
1198,Piso,Venta,Barcelona,98,917378,06/12/2005,Pedro
1199,Oficina,Alquiler,Barcelona,42,235746,25/07/2005,Joaquin
1200,Local,Venta,Barcelona,60,474600,01/10/2005,Luisa
1201,Suelo,Venta,Tarragona,54,298350,14/06/2005,Carmen
1202,Suelo,Alquiler,Tarragona,139,1100046,28/08/2005,Maria
1203,Industrial,Venta,Lleida,237,1013175,10/01/2006,Pedro
1204,Oficina,Venta,Barcelona,255,2151435,26/08/2005,Pedro
1205,Local,Venta,Barcelona,213,2105079,25/07/2005,Joaquin
1206,Suelo,Venta,Barcelona,117,953316,27/12/2005,Maria
1207,Oficina,Venta,Tarragona,250,1531000,09/02/2006,Joaquin
1208,Suelo,Alquiler,Girona,236,1449512,05/02/2006,Joaquin
1209,Piso,Alquiler,Girona,91,395850,10/12/2005,Carmen
1210,Suelo,Alquiler,Lleida,247,1504477,03/01/2006,Jesus
1211,Local,Venta,Lleida,229,935694,18/10/2005,Jesus
1212,Casa,Venta,Barcelona,143,1246960,28/09/2005,Carmen
1213,Casa,Venta,Tarragona,154,1238006,04/09/2005,Maria
1214,Casa,Alquiler,Girona,145,655690,08/06/2005,Maria
1215,Piso,Alquiler,Lleida,42,293370,20/08/2005,Pedro
1216,Piso,Alquiler,Lleida,281,2688046,24/10/2005,Luisa
1217,Casa,Venta,Barcelona,184,1830800,25/01/2006,Pedro
